formula,instruction,branches,depth,nodes,b-depth,c-branches,c-depth,c-nodes,is tautology
~((p3) = ((p2) = (p1))),{{1}{22}{3333}},8,7,31,3,8,7,35,False
~((p3) & ((p2) & (p2))),{{3}{22}},3,6,11,2,4,6,16,False
~((p3) & ((p2) & (p2))),{{2}{33}},3,6,11,2,4,6,16,False
~((p3) & ((p2) -> (p2))),{{3}{22}},3,6,12,2,4,6,17,False
~((p3) & ((p2) -> (p2))),{{2}{33}},4,6,15,2,4,6,17,False
~((p3) & ((p2) v (p2))),{{3}{22}},3,6,11,2,4,6,16,False
~((p3) & ((p2) v (p2))),{{2}{33}},3,6,11,2,4,6,16,False
~((p3) & ((p2) = (p2))),{{3}{22}},3,6,12,2,4,6,17,False
~((p3) & ((p2) = (p2))),{{2}{33}},4,6,15,2,4,6,17,False
~((p3) -> ((p2) & (p2))),{{3}{22}},3,6,12,2,4,6,18,False
~((p3) -> ((p2) & (p2))),{{2}{33}},3,6,12,2,4,6,18,False
~((p3) -> ((p2) -> (p2))),{{3}{22}},3,6,13,2,4,6,19,False
~((p3) -> ((p2) -> (p2))),{{2}{33}},2,5,9,1,4,6,19,False
~((p3) -> ((p2) v (p2))),{{3}{22}},3,6,12,2,4,6,18,False
~((p3) -> ((p2) v (p2))),{{2}{33}},3,6,12,2,4,6,18,False
~((p3) -> ((p2) = (p2))),{{3}{22}},3,6,13,2,4,6,19,False
~((p3) -> ((p2) = (p2))),{{2}{33}},2,5,9,1,4,6,19,False
~((p3) v ((p2) & (p2))),{{3}{22}},3,6,12,2,4,6,18,False
~((p3) v ((p2) & (p2))),{{2}{33}},3,6,12,2,4,6,18,False
~((p3) v ((p2) -> (p2))),{{3}{22}},3,6,13,2,4,6,19,False
~((p3) v ((p2) -> (p2))),{{2}{33}},2,5,9,1,4,6,19,False
~((p3) v ((p2) v (p2))),{{3}{22}},3,6,12,2,4,6,18,False
~((p3) v ((p2) v (p2))),{{2}{33}},3,6,12,2,4,6,18,False
~((p3) v ((p2) = (p2))),{{3}{22}},3,6,13,2,4,6,19,False
~((p3) v ((p2) = (p2))),{{2}{33}},2,5,9,1,4,6,19,False
~((p3) = ((p2) & (p2))),{{3}{22}},4,6,17,2,4,6,17,False
~((p3) = ((p2) & (p2))),{{2}{33}},4,6,15,2,4,6,17,False
~((p3) = ((p2) -> (p2))),{{3}{22}},4,6,17,2,4,6,17,False
~((p3) = ((p2) -> (p2))),{{2}{33}},4,6,15,2,4,6,17,False
~((p3) = ((p2) v (p2))),{{3}{22}},4,6,17,2,4,6,17,False
~((p3) = ((p2) v (p2))),{{2}{33}},4,6,15,2,4,6,17,False
~((p3) = ((p2) = (p2))),{{3}{22}},4,6,17,2,4,6,17,False
~((p3) = ((p2) = (p2))),{{2}{33}},4,6,15,2,4,6,17,False
~((p3) & ((p2) & (p3))),{{3}{22}},3,6,12,2,4,6,16,False
~((p3) & ((p2) & (p3))),{{2}{33}},3,6,12,2,4,6,16,False
~((p3) & ((p2) -> (p3))),{{3}{22}},2,5,7,1,4,6,17,False
~((p3) & ((p2) -> (p3))),{{2}{33}},4,6,16,2,4,6,17,False
~((p3) & ((p2) v (p3))),{{3}{22}},2,5,7,1,4,6,17,False
~((p3) & ((p2) v (p3))),{{2}{33}},4,6,16,2,4,6,17,False
~((p3) & ((p2) = (p3))),{{3}{22}},3,6,11,2,4,6,16,False
~((p3) & ((p2) = (p3))),{{2}{33}},4,6,16,2,4,6,16,False
~((p3) -> ((p2) & (p3))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) -> ((p2) & (p3))),{{2}{33}},4,6,17,2,4,6,18,False
~((p3) -> ((p2) -> (p3))),{{3}{22}},2,5,8,1,4,6,19,False
~((p3) -> ((p2) -> (p3))),{{2}{33}},3,6,14,2,4,6,19,False
~((p3) -> ((p2) v (p3))),{{3}{22}},2,5,8,1,4,6,19,False
~((p3) -> ((p2) v (p3))),{{2}{33}},3,6,14,2,4,6,19,False
~((p3) -> ((p2) = (p3))),{{3}{22}},3,6,12,2,4,6,18,False
~((p3) -> ((p2) = (p3))),{{2}{33}},4,6,18,2,4,6,18,False
~((p3) v ((p2) & (p3))),{{3}{22}},2,4,7,1,4,6,17,False
~((p3) v ((p2) & (p3))),{{2}{33}},4,6,16,2,4,6,17,False
~((p3) v ((p2) -> (p3))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) v ((p2) -> (p3))),{{2}{33}},3,6,13,2,4,6,18,False
~((p3) v ((p2) v (p3))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) v ((p2) v (p3))),{{2}{33}},3,6,13,2,4,6,18,False
~((p3) v ((p2) = (p3))),{{3}{22}},3,6,12,2,4,6,18,False
~((p3) v ((p2) = (p3))),{{2}{33}},4,6,18,2,4,6,18,False
~((p3) = ((p2) & (p3))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) = ((p2) & (p3))),{{2}{33}},4,6,17,2,4,6,18,False
~((p3) = ((p2) -> (p3))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) = ((p2) -> (p3))),{{2}{33}},4,6,17,2,4,6,18,False
~((p3) = ((p2) v (p3))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) = ((p2) v (p3))),{{2}{33}},4,6,17,2,4,6,18,False
~((p3) = ((p2) = (p3))),{{3}{22}},4,6,17,2,4,6,17,False
~((p3) = ((p2) = (p3))),{{2}{33}},4,6,17,2,4,6,17,False
~((p3) & ((p3) & (p1))),{{3}{11}},3,6,12,2,4,6,16,False
~((p3) & ((p3) & (p1))),{{1}{33}},3,6,12,2,4,6,16,False
~((p3) & ((p3) -> (p1))),{{3}{11}},3,6,12,2,4,6,16,False
~((p3) & ((p3) -> (p1))),{{1}{33}},4,6,15,2,4,6,16,False
~((p3) & ((p3) v (p1))),{{3}{11}},2,5,7,1,4,6,17,False
~((p3) & ((p3) v (p1))),{{1}{33}},4,6,16,2,4,6,17,False
~((p3) & ((p3) = (p1))),{{3}{11}},3,6,11,2,4,6,16,False
~((p3) & ((p3) = (p1))),{{1}{33}},4,6,16,2,4,6,16,False
~((p3) -> ((p3) & (p1))),{{3}{11}},3,6,13,2,4,6,18,False
~((p3) -> ((p3) & (p1))),{{1}{33}},4,6,17,2,4,6,18,False
~((p3) -> ((p3) -> (p1))),{{3}{11}},3,6,13,2,4,6,18,False
~((p3) -> ((p3) -> (p1))),{{1}{33}},3,6,13,2,4,6,18,False
~((p3) -> ((p3) v (p1))),{{3}{11}},2,5,8,1,4,6,19,False
~((p3) -> ((p3) v (p1))),{{1}{33}},3,6,14,2,4,6,19,False
~((p3) -> ((p3) = (p1))),{{3}{11}},3,6,12,2,4,6,18,False
~((p3) -> ((p3) = (p1))),{{1}{33}},4,6,18,2,4,6,18,False
~((p3) v ((p3) & (p1))),{{3}{11}},2,4,7,1,4,6,17,False
~((p3) v ((p3) & (p1))),{{1}{33}},4,6,16,2,4,6,17,False
~((p3) v ((p3) -> (p1))),{{3}{11}},2,5,8,1,4,6,19,False
~((p3) v ((p3) -> (p1))),{{1}{33}},3,6,14,2,4,6,19,False
~((p3) v ((p3) v (p1))),{{3}{11}},3,6,13,2,4,6,18,False
~((p3) v ((p3) v (p1))),{{1}{33}},3,6,13,2,4,6,18,False
~((p3) v ((p3) = (p1))),{{3}{11}},3,6,12,2,4,6,18,False
~((p3) v ((p3) = (p1))),{{1}{33}},4,6,18,2,4,6,18,False
~((p3) = ((p3) & (p1))),{{3}{11}},3,6,13,2,4,6,18,False
~((p3) = ((p3) & (p1))),{{1}{33}},4,6,17,2,4,6,18,False
~((p3) = ((p3) -> (p1))),{{3}{11}},3,6,12,2,4,6,16,False
~((p3) = ((p3) -> (p1))),{{1}{33}},4,6,15,2,4,6,16,False
~((p3) = ((p3) v (p1))),{{3}{11}},3,6,13,2,4,6,18,False
~((p3) = ((p3) v (p1))),{{1}{33}},4,6,17,2,4,6,18,False
~((p3) = ((p3) = (p1))),{{3}{11}},4,6,17,2,4,6,17,False
~((p3) = ((p3) = (p1))),{{1}{33}},4,6,17,2,4,6,17,False
~((p3) & ((p3) & (p2))),{{3}{22}},3,6,12,2,4,6,16,False
~((p3) & ((p3) & (p2))),{{2}{33}},3,6,12,2,4,6,16,False
~((p3) & ((p3) -> (p2))),{{3}{22}},3,6,12,2,4,6,16,False
~((p3) & ((p3) -> (p2))),{{2}{33}},4,6,15,2,4,6,16,False
~((p3) & ((p3) v (p2))),{{3}{22}},2,5,7,1,4,6,17,False
~((p3) & ((p3) v (p2))),{{2}{33}},4,6,16,2,4,6,17,False
~((p3) & ((p3) = (p2))),{{3}{22}},3,6,11,2,4,6,16,False
~((p3) & ((p3) = (p2))),{{2}{33}},4,6,16,2,4,6,16,False
~((p3) -> ((p3) & (p2))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) -> ((p3) & (p2))),{{2}{33}},4,6,17,2,4,6,18,False
~((p3) -> ((p3) -> (p2))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) -> ((p3) -> (p2))),{{2}{33}},3,6,13,2,4,6,18,False
~((p3) -> ((p3) v (p2))),{{3}{22}},2,5,8,1,4,6,19,False
~((p3) -> ((p3) v (p2))),{{2}{33}},3,6,14,2,4,6,19,False
~((p3) -> ((p3) = (p2))),{{3}{22}},3,6,12,2,4,6,18,False
~((p3) -> ((p3) = (p2))),{{2}{33}},4,6,18,2,4,6,18,False
~((p3) v ((p3) & (p2))),{{3}{22}},2,4,7,1,4,6,17,False
~((p3) v ((p3) & (p2))),{{2}{33}},4,6,16,2,4,6,17,False
~((p3) v ((p3) -> (p2))),{{3}{22}},2,5,8,1,4,6,19,False
~((p3) v ((p3) -> (p2))),{{2}{33}},3,6,14,2,4,6,19,False
~((p3) v ((p3) v (p2))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) v ((p3) v (p2))),{{2}{33}},3,6,13,2,4,6,18,False
~((p3) v ((p3) = (p2))),{{3}{22}},3,6,12,2,4,6,18,False
~((p3) v ((p3) = (p2))),{{2}{33}},4,6,18,2,4,6,18,False
~((p3) = ((p3) & (p2))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) = ((p3) & (p2))),{{2}{33}},4,6,17,2,4,6,18,False
~((p3) = ((p3) -> (p2))),{{3}{22}},3,6,12,2,4,6,16,False
~((p3) = ((p3) -> (p2))),{{2}{33}},4,6,15,2,4,6,16,False
~((p3) = ((p3) v (p2))),{{3}{22}},3,6,13,2,4,6,18,False
~((p3) = ((p3) v (p2))),{{2}{33}},4,6,17,2,4,6,18,False
~((p3) = ((p3) = (p2))),{{3}{22}},4,6,17,2,4,6,17,False
~((p3) = ((p3) = (p2))),{{2}{33}},4,6,17,2,4,6,17,False
~((p3) & ((p3) & (p3))),{{3}},2,5,8,1,2,5,8,False
~((p3) & ((p3) -> (p3))),{{3}},2,5,8,1,2,5,8,False
~((p3) & ((p3) v (p3))),{{3}},2,5,8,1,2,5,8,False
~((p3) & ((p3) = (p3))),{{3}},2,5,8,1,2,5,8,False
~((p3) -> ((p3) & (p3))),{{3}},2,5,9,1,2,5,9,False
~((p3) -> ((p3) -> (p3))),{{3}},2,5,9,1,2,5,9,False
~((p3) -> ((p3) v (p3))),{{3}},2,5,9,1,2,5,9,False
~((p3) -> ((p3) = (p3))),{{3}},2,5,9,1,2,5,9,False
~((p3) v ((p3) & (p3))),{{3}},2,5,8,1,2,5,8,False
~((p3) v ((p3) -> (p3))),{{3}},2,5,9,1,2,5,9,False
~((p3) v ((p3) v (p3))),{{3}},2,5,8,1,2,5,8,False
~((p3) v ((p3) = (p3))),{{3}},2,5,9,1,2,5,9,False
~((p3) = ((p3) & (p3))),{{3}},2,5,9,1,2,5,9,False
~((p3) = ((p3) -> (p3))),{{3}},2,5,8,1,2,5,8,False
~((p3) = ((p3) v (p3))),{{3}},2,5,9,1,2,5,9,False
~((p3) = ((p3) = (p3))),{{3}},2,5,8,1,2,5,8,False
~((~(p1)) & (~(p1))),{{1}},2,4,7,1,2,4,7,False
~((~(p1)) -> (~(p1))),{{1}},2,5,8,1,2,5,8,False
~((~(p1)) v (~(p1))),{{1}},2,4,7,1,2,4,7,False
~((~(p1)) = (~(p1))),{{1}},2,5,8,1,2,5,8,False
~((~(p1)) & (~(p2))),{{1}{22}},3,5,11,2,4,6,16,False
~((~(p1)) & (~(p2))),{{2}{11}},3,5,11,2,4,6,16,False
~((~(p1)) -> (~(p2))),{{1}{22}},3,5,12,2,4,7,18,False
~((~(p1)) -> (~(p2))),{{2}{11}},3,7,12,2,4,7,18,False
~((~(p1)) v (~(p2))),{{1}{22}},3,6,12,2,4,6,18,False
~((~(p1)) v (~(p2))),{{2}{11}},3,6,12,2,4,6,18,False
~((~(p1)) = (~(p2))),{{1}{22}},4,7,16,2,4,7,17,False
~((~(p1)) = (~(p2))),{{2}{11}},4,7,16,2,4,7,17,False
~((~(p1)) & (~(p3))),{{1}{33}},3,5,11,2,4,6,16,False
~((~(p1)) & (~(p3))),{{3}{11}},3,5,11,2,4,6,16,False
~((~(p1)) -> (~(p3))),{{1}{33}},3,5,12,2,4,7,18,False
~((~(p1)) -> (~(p3))),{{3}{11}},3,7,12,2,4,7,18,False
~((~(p1)) v (~(p3))),{{1}{33}},3,6,12,2,4,6,18,False
~((~(p1)) v (~(p3))),{{3}{11}},3,6,12,2,4,6,18,False
~((~(p1)) = (~(p3))),{{1}{33}},4,7,16,2,4,7,17,False
~((~(p1)) = (~(p3))),{{3}{11}},4,7,16,2,4,7,17,False
~((~(p2)) & (~(p1))),{{2}{11}},3,5,11,2,4,6,16,False
~((~(p2)) & (~(p1))),{{1}{22}},3,5,11,2,4,6,16,False
~((~(p2)) -> (~(p1))),{{2}{11}},3,5,12,2,4,7,18,False
~((~(p2)) -> (~(p1))),{{1}{22}},3,7,12,2,4,7,18,False
~((~(p2)) v (~(p1))),{{2}{11}},3,6,12,2,4,6,18,False
~((~(p2)) v (~(p1))),{{1}{22}},3,6,12,2,4,6,18,False
~((~(p2)) = (~(p1))),{{2}{11}},4,7,16,2,4,7,17,False
~((~(p2)) = (~(p1))),{{1}{22}},4,7,16,2,4,7,17,False
~((~(p2)) & (~(p2))),{{2}},2,4,7,1,2,4,7,False
~((~(p2)) -> (~(p2))),{{2}},2,5,8,1,2,5,8,False
~((~(p2)) v (~(p2))),{{2}},2,4,7,1,2,4,7,False
~((~(p2)) = (~(p2))),{{2}},2,5,8,1,2,5,8,False
~((~(p2)) & (~(p3))),{{2}{33}},3,5,11,2,4,6,16,False
~((~(p2)) & (~(p3))),{{3}{22}},3,5,11,2,4,6,16,False
~((~(p2)) -> (~(p3))),{{2}{33}},3,5,12,2,4,7,18,False
~((~(p2)) -> (~(p3))),{{3}{22}},3,7,12,2,4,7,18,False
~((~(p2)) v (~(p3))),{{2}{33}},3,6,12,2,4,6,18,False
~((~(p2)) v (~(p3))),{{3}{22}},3,6,12,2,4,6,18,False
~((~(p2)) = (~(p3))),{{2}{33}},4,7,16,2,4,7,17,False
~((~(p2)) = (~(p3))),{{3}{22}},4,7,16,2,4,7,17,False
~((~(p3)) & (~(p1))),{{3}{11}},3,5,11,2,4,6,16,False
~((~(p3)) & (~(p1))),{{1}{33}},3,5,11,2,4,6,16,False
~((~(p3)) -> (~(p1))),{{3}{11}},3,5,12,2,4,7,18,False
~((~(p3)) -> (~(p1))),{{1}{33}},3,7,12,2,4,7,18,False
~((~(p3)) v (~(p1))),{{3}{11}},3,6,12,2,4,6,18,False
~((~(p3)) v (~(p1))),{{1}{33}},3,6,12,2,4,6,18,False
~((~(p3)) = (~(p1))),{{3}{11}},4,7,16,2,4,7,17,False
~((~(p3)) = (~(p1))),{{1}{33}},4,7,16,2,4,7,17,False
~((~(p3)) & (~(p2))),{{3}{22}},3,5,11,2,4,6,16,False
~((~(p3)) & (~(p2))),{{2}{33}},3,5,11,2,4,6,16,False
~((~(p3)) -> (~(p2))),{{3}{22}},3,5,12,2,4,7,18,False
~((~(p3)) -> (~(p2))),{{2}{33}},3,7,12,2,4,7,18,False
~((~(p3)) v (~(p2))),{{3}{22}},3,6,12,2,4,6,18,False
~((~(p3)) v (~(p2))),{{2}{33}},3,6,12,2,4,6,18,False
~((~(p3)) = (~(p2))),{{3}{22}},4,7,16,2,4,7,17,False
~((~(p3)) = (~(p2))),{{2}{33}},4,7,16,2,4,7,17,False
~((~(p3)) & (~(p3))),{{3}},2,4,7,1,2,4,7,False
~((~(p3)) -> (~(p3))),{{3}},2,5,8,1,2,5,8,False
~((~(p3)) v (~(p3))),{{3}},2,4,7,1,2,4,7,False
~((~(p3)) = (~(p3))),{{3}},2,5,8,1,2,5,8,False
~((~(~(p1))) & (p1)),{{1}},2,5,8,1,2,5,8,False
~((~(~(p1))) -> (p1)),{{1}},2,5,9,1,2,5,9,False
~((~(~(p1))) v (p1)),{{1}},2,5,8,1,2,5,8,False
~((~(~(p1))) = (p1)),{{1}},2,5,9,1,2,5,9,False
~((~(~(p1))) & (p2)),{{1}{22}},3,6,11,2,4,6,16,False
~((~(~(p1))) & (p2)),{{2}{11}},3,6,11,2,4,6,16,False
~((~(~(p1))) -> (p2)),{{1}{22}},3,6,12,2,4,6,18,False
~((~(~(p1))) -> (p2)),{{2}{11}},3,6,12,2,4,6,18,False
~((~(~(p1))) v (p2)),{{1}{22}},3,6,12,2,4,6,18,False
~((~(~(p1))) v (p2)),{{2}{11}},3,6,12,2,4,6,18,False
~((~(~(p1))) = (p2)),{{1}{22}},4,6,15,2,4,6,17,False
~((~(~(p1))) = (p2)),{{2}{11}},4,6,17,2,4,6,17,False
~((~(~(p1))) & (p3)),{{1}{33}},3,6,11,2,4,6,16,False
~((~(~(p1))) & (p3)),{{3}{11}},3,6,11,2,4,6,16,False
~((~(~(p1))) -> (p3)),{{1}{33}},3,6,12,2,4,6,18,False
~((~(~(p1))) -> (p3)),{{3}{11}},3,6,12,2,4,6,18,False
~((~(~(p1))) v (p3)),{{1}{33}},3,6,12,2,4,6,18,False
~((~(~(p1))) v (p3)),{{3}{11}},3,6,12,2,4,6,18,False
~((~(~(p1))) = (p3)),{{1}{33}},4,6,15,2,4,6,17,False
~((~(~(p1))) = (p3)),{{3}{11}},4,6,17,2,4,6,17,False
~((~(~(p2))) & (p1)),{{2}{11}},3,6,11,2,4,6,16,False
~((~(~(p2))) & (p1)),{{1}{22}},3,6,11,2,4,6,16,False
~((~(~(p2))) -> (p1)),{{2}{11}},3,6,12,2,4,6,18,False
~((~(~(p2))) -> (p1)),{{1}{22}},3,6,12,2,4,6,18,False
~((~(~(p2))) v (p1)),{{2}{11}},3,6,12,2,4,6,18,False
~((~(~(p2))) v (p1)),{{1}{22}},3,6,12,2,4,6,18,False
~((~(~(p2))) = (p1)),{{2}{11}},4,6,15,2,4,6,17,False
~((~(~(p2))) = (p1)),{{1}{22}},4,6,17,2,4,6,17,False
~((~(~(p2))) & (p2)),{{2}},2,5,8,1,2,5,8,False
~((~(~(p2))) -> (p2)),{{2}},2,5,9,1,2,5,9,False
~((~(~(p2))) v (p2)),{{2}},2,5,8,1,2,5,8,False
~((~(~(p2))) = (p2)),{{2}},2,5,9,1,2,5,9,False
~((~(~(p2))) & (p3)),{{2}{33}},3,6,11,2,4,6,16,False
~((~(~(p2))) & (p3)),{{3}{22}},3,6,11,2,4,6,16,False
~((~(~(p2))) -> (p3)),{{2}{33}},3,6,12,2,4,6,18,False
~((~(~(p2))) -> (p3)),{{3}{22}},3,6,12,2,4,6,18,False
~((~(~(p2))) v (p3)),{{2}{33}},3,6,12,2,4,6,18,False
~((~(~(p2))) v (p3)),{{3}{22}},3,6,12,2,4,6,18,False
~((~(~(p2))) = (p3)),{{2}{33}},4,6,15,2,4,6,17,False
~((~(~(p2))) = (p3)),{{3}{22}},4,6,17,2,4,6,17,False
~((~(~(p3))) & (p1)),{{3}{11}},3,6,11,2,4,6,16,False
~((~(~(p3))) & (p1)),{{1}{33}},3,6,11,2,4,6,16,False
~((~(~(p3))) -> (p1)),{{3}{11}},3,6,12,2,4,6,18,False
~((~(~(p3))) -> (p1)),{{1}{33}},3,6,12,2,4,6,18,False
~((~(~(p3))) v (p1)),{{3}{11}},3,6,12,2,4,6,18,False
~((~(~(p3))) v (p1)),{{1}{33}},3,6,12,2,4,6,18,False
~((~(~(p3))) = (p1)),{{3}{11}},4,6,15,2,4,6,17,False
~((~(~(p3))) = (p1)),{{1}{33}},4,6,17,2,4,6,17,False
~((~(~(p3))) & (p2)),{{3}{22}},3,6,11,2,4,6,16,False
~((~(~(p3))) & (p2)),{{2}{33}},3,6,11,2,4,6,16,False
~((~(~(p3))) -> (p2)),{{3}{22}},3,6,12,2,4,6,18,False
~((~(~(p3))) -> (p2)),{{2}{33}},3,6,12,2,4,6,18,False
~((~(~(p3))) v (p2)),{{3}{22}},3,6,12,2,4,6,18,False
~((~(~(p3))) v (p2)),{{2}{33}},3,6,12,2,4,6,18,False
~((~(~(p3))) = (p2)),{{3}{22}},4,6,15,2,4,6,17,False
~((~(~(p3))) = (p2)),{{2}{33}},4,6,17,2,4,6,17,False
~((~(~(p3))) & (p3)),{{3}},2,5,8,1,2,5,8,False
~((~(~(p3))) -> (p3)),{{3}},2,5,9,1,2,5,9,False
~((~(~(p3))) v (p3)),{{3}},2,5,8,1,2,5,8,False
~((~(~(p3))) = (p3)),{{3}},2,5,9,1,2,5,9,False
~(((p1) & (p1)) & (p1)),{{1}},2,5,8,1,2,5,8,False
~(((p1) -> (p1)) & (p1)),{{1}},2,5,8,1,2,5,8,False
~(((p1) v (p1)) & (p1)),{{1}},2,5,8,1,2,5,8,False
~(((p1) = (p1)) & (p1)),{{1}},2,5,8,1,2,5,8,False
~(((p1) & (p1)) -> (p1)),{{1}},2,5,9,1,2,5,9,False
~(((p1) -> (p1)) -> (p1)),{{1}},2,5,8,1,2,5,8,False
~(((p1) v (p1)) -> (p1)),{{1}},2,5,9,1,2,5,9,False
~(((p1) = (p1)) -> (p1)),{{1}},2,5,8,1,2,5,8,False
~(((p1) & (p1)) v (p1)),{{1}},2,5,8,1,2,5,8,False
~(((p1) -> (p1)) v (p1)),{{1}},2,5,9,1,2,5,9,False
~(((p1) v (p1)) v (p1)),{{1}},2,5,8,1,2,5,8,False
~(((p1) = (p1)) v (p1)),{{1}},2,5,9,1,2,5,9,False
~(((p1) & (p1)) = (p1)),{{1}},2,5,9,1,2,5,9,False
~(((p1) -> (p1)) = (p1)),{{1}},2,5,8,1,2,5,8,False
~(((p1) v (p1)) = (p1)),{{1}},2,5,9,1,2,5,9,False
~(((p1) = (p1)) = (p1)),{{1}},2,5,8,1,2,5,8,False
~(((p1) & (p1)) & (p2)),{{1}{22}},3,6,11,2,4,6,16,False
~(((p1) & (p1)) & (p2)),{{2}{11}},3,6,11,2,4,6,16,False
~(((p1) -> (p1)) & (p2)),{{1}{22}},4,6,15,2,4,6,17,False
~(((p1) -> (p1)) & (p2)),{{2}{11}},3,6,12,2,4,6,17,False
~(((p1) v (p1)) & (p2)),{{1}{22}},3,6,11,2,4,6,16,False
~(((p1) v (p1)) & (p2)),{{2}{11}},3,6,11,2,4,6,16,False
~(((p1) = (p1)) & (p2)),{{1}{22}},4,6,15,2,4,6,17,False
~(((p1) = (p1)) & (p2)),{{2}{11}},3,6,12,2,4,6,17,False
~(((p1) & (p1)) -> (p2)),{{1}{22}},3,6,12,2,4,6,18,False
~(((p1) & (p1)) -> (p2)),{{2}{11}},3,6,12,2,4,6,18,False
~(((p1) -> (p1)) -> (p2)),{{1}{22}},4,6,15,2,4,6,17,False
~(((p1) -> (p1)) -> (p2)),{{2}{11}},3,5,11,2,4,6,17,False
~(((p1) v (p1)) -> (p2)),{{1}{22}},3,6,12,2,4,6,18,False
~(((p1) v (p1)) -> (p2)),{{2}{11}},3,6,12,2,4,6,18,False
~(((p1) = (p1)) -> (p2)),{{1}{22}},4,6,15,2,4,6,17,False
~(((p1) = (p1)) -> (p2)),{{2}{11}},3,5,11,2,4,6,17,False
~(((p1) & (p1)) v (p2)),{{1}{22}},3,6,12,2,4,6,18,False
~(((p1) & (p1)) v (p2)),{{2}{11}},3,6,12,2,4,6,18,False
~(((p1) -> (p1)) v (p2)),{{1}{22}},2,5,9,1,4,6,19,False
~(((p1) -> (p1)) v (p2)),{{2}{11}},3,6,13,2,4,6,19,False
~(((p1) v (p1)) v (p2)),{{1}{22}},3,6,12,2,4,6,18,False
~(((p1) v (p1)) v (p2)),{{2}{11}},3,6,12,2,4,6,18,False
~(((p1) = (p1)) v (p2)),{{1}{22}},2,5,9,1,4,6,19,False
~(((p1) = (p1)) v (p2)),{{2}{11}},3,6,13,2,4,6,19,False
~(((p1) & (p1)) = (p2)),{{1}{22}},4,6,15,2,4,6,17,False
~(((p1) & (p1)) = (p2)),{{2}{11}},4,6,17,2,4,6,17,False
~(((p1) -> (p1)) = (p2)),{{1}{22}},4,6,15,2,4,6,17,False
~(((p1) -> (p1)) = (p2)),{{2}{11}},4,6,17,2,4,6,17,False
~(((p1) v (p1)) = (p2)),{{1}{22}},4,6,15,2,4,6,17,False
~(((p1) v (p1)) = (p2)),{{2}{11}},4,6,17,2,4,6,17,False
~(((p1) = (p1)) = (p2)),{{1}{22}},4,6,15,2,4,6,17,False
~(((p1) = (p1)) = (p2)),{{2}{11}},4,6,17,2,4,6,17,False
~(((p1) & (p1)) & (p3)),{{1}{33}},3,6,11,2,4,6,16,False
~(((p1) & (p1)) & (p3)),{{3}{11}},3,6,11,2,4,6,16,False
~(((p1) -> (p1)) & (p3)),{{1}{33}},4,6,15,2,4,6,17,False
~(((p1) -> (p1)) & (p3)),{{3}{11}},3,6,12,2,4,6,17,False
~(((p1) v (p1)) & (p3)),{{1}{33}},3,6,11,2,4,6,16,False
~(((p1) v (p1)) & (p3)),{{3}{11}},3,6,11,2,4,6,16,False
~(((p1) = (p1)) & (p3)),{{1}{33}},4,6,15,2,4,6,17,False
~(((p1) = (p1)) & (p3)),{{3}{11}},3,6,12,2,4,6,17,False
~(((p1) & (p1)) -> (p3)),{{1}{33}},3,6,12,2,4,6,18,False
~(((p1) & (p1)) -> (p3)),{{3}{11}},3,6,12,2,4,6,18,False
~(((p1) -> (p1)) -> (p3)),{{1}{33}},4,6,15,2,4,6,17,False
~(((p1) -> (p1)) -> (p3)),{{3}{11}},3,5,11,2,4,6,17,False
~(((p1) v (p1)) -> (p3)),{{1}{33}},3,6,12,2,4,6,18,False
~(((p1) v (p1)) -> (p3)),{{3}{11}},3,6,12,2,4,6,18,False
~(((p1) = (p1)) -> (p3)),{{1}{33}},4,6,15,2,4,6,17,False
~(((p1) = (p1)) -> (p3)),{{3}{11}},3,5,11,2,4,6,17,False
~(((p1) & (p1)) v (p3)),{{1}{33}},3,6,12,2,4,6,18,False
~(((p1) & (p1)) v (p3)),{{3}{11}},3,6,12,2,4,6,18,False
~(((p1) -> (p1)) v (p3)),{{1}{33}},2,5,9,1,4,6,19,False
~(((p1) -> (p1)) v (p3)),{{3}{11}},3,6,13,2,4,6,19,False
~(((p1) v (p1)) v (p3)),{{1}{33}},3,6,12,2,4,6,18,False
~(((p1) v (p1)) v (p3)),{{3}{11}},3,6,12,2,4,6,18,False
~(((p1) = (p1)) v (p3)),{{1}{33}},2,5,9,1,4,6,19,False
~(((p1) = (p1)) v (p3)),{{3}{11}},3,6,13,2,4,6,19,False
~(((p1) & (p1)) = (p3)),{{1}{33}},4,6,15,2,4,6,17,False
~(((p1) & (p1)) = (p3)),{{3}{11}},4,6,17,2,4,6,17,False
~(((p1) -> (p1)) = (p3)),{{1}{33}},4,6,15,2,4,6,17,False
~(((p1) -> (p1)) = (p3)),{{3}{11}},4,6,17,2,4,6,17,False
~(((p1) v (p1)) = (p3)),{{1}{33}},4,6,15,2,4,6,17,False
